Rank,Fighter,Current_Rating,Peak_Rating,RD,Volatility,Fights,Wins,Losses,Draws,Weight_Class,Last_Fight
815,Diego Nunes,1550.3,1584.8,126.5,0.06,6,3,3,0,Featherweight,"January 19, 2013"
816,Gunnar Nelson,1550.2,1811.8,114.3,0.06,16,10,6,0,Welterweight,"March 22, 2025"
817,Eddie Yagin,1549.9,1549.9,162.2,0.06,2,1,0,1,Featherweight,"April 21, 2012"
818,Tarec Saffiedine,1549.8,1653.9,130.9,0.06,6,2,4,0,Welterweight,"June 17, 2017"
819,Leandro Silva,1549.7,1603.2,116.1,0.06,8,3,3,2,Lightweight,"September 03, 2016"
820,Walt Harris,1549.6,1609.8,95.0,0.06,16,6,9,1,Heavyweight,"June 05, 2021"
821,Carlos Felipe,1549.6,1597.5,131.0,0.06,5,3,2,0,Heavyweight,"October 16, 2021"
822,Tecia Pennington,1549.5,1588.6,127.4,0.06,6,3,3,0,Women's Strawweight,"November 08, 2025"
823,Josefine Knutsson,1549.5,1632.9,153.7,0.06,3,2,1,0,Women's Strawweight,"December 14, 2024"
824,Robert Bryczek,1549.5,1549.5,167.8,0.06,2,1,1,0,Middleweight,"September 06, 2025"
825,Jason Knight,1549.4,1709.1,110.1,0.06,9,4,5,0,Featherweight,"November 03, 2018"
826,Chris Leben,1548.9,1747.5,92.4,0.06,22,12,10,0,Middleweight,"December 28, 2013"
827,Nyamjargal Tumendemberel,1548.9,1548.9,149.4,0.06,3,2,1,0,Flyweight,"March 07, 2026"
828,Stipe Miocic,1548.6,1934.7,112.3,0.06,19,14,4,1,Heavyweight,"November 16, 2024"
829,Rick Glenn,1548.6,1596.6,126.7,0.06,6,3,3,0,Featherweight,"November 30, 2018"
830,Kenny Robertson,1548.0,1618.9,119.0,0.06,9,4,5,0,Welterweight,"September 17, 2016"
831,Rogerio Nogueira,1547.9,1740.4,116.5,0.06,13,6,7,0,Heavyweight,"July 25, 2020"
832,Miles Johns,1547.9,1624.7,101.8,0.06,12,6,5,1,Bantamweight,"November 08, 2025"
833,Alatengheili,1547.8,1610.9,128.0,0.06,6,3,2,1,Bantamweight,"April 26, 2025"
834,Keita Nakamura,1547.7,1624.8,112.7,0.06,11,4,7,0,Welterweight,"April 20, 2019"
835,Lavar Johnson,1547.4,1685.3,137.6,0.06,4,2,2,0,Heavyweight,"February 23, 2013"
836,Ryan Gandra,1546.9,1546.9,181.7,0.06,1,1,0,0,Middleweight,"February 28, 2026"
837,Raulian Paiva,1546.8,1642.7,125.1,0.06,7,3,3,1,Bantamweight,"June 25, 2022"
838,Amir Albazi,1546.8,1699.0,136.2,0.06,7,5,2,0,Flyweight,"February 07, 2026"
839,Gabriel Santos,1546.3,1546.3,146.2,0.06,4,2,2,0,Featherweight,"February 08, 2025"
840,Guy Mezger,1546.2,1696.8,146.4,0.06,5,4,1,0,Middleweight,"March 05, 1999"
841,John Makdessi,1546.1,1650.6,108.7,0.06,20,11,7,2,Lightweight,"September 09, 2023"
842,Brock Lesnar,1545.7,1789.5,141.7,0.06,8,4,3,1,Heavyweight,"July 09, 2016"
843,Paul Kelly,1545.6,1647.7,114.0,0.06,9,5,4,0,Lightweight,"February 05, 2011"
844,Stephanie Luciano,1545.6,1580.2,150.8,0.06,3,2,1,0,Women's Strawweight,"October 18, 2025"
845,Nick Ring,1545.3,1641.0,126.2,0.06,6,3,3,0,Middleweight,"December 06, 2013"
846,Antonina Shevchenko,1545.3,1589.7,114.0,0.06,8,4,4,0,Women's Flyweight,"July 09, 2022"
847,Jake O'Brien,1545.0,1688.0,124.8,0.06,7,4,3,0,Heavyweight,"July 11, 2009"
848,Marc Diakiese,1544.9,1688.6,98.3,0.06,15,8,7,0,Lightweight,"November 04, 2023"
849,Brad Blackburn,1544.3,1687.8,136.8,0.06,5,3,2,0,Welterweight,"April 10, 2010"
850,Mayra Bueno Silva,1544.0,1652.4,98.8,0.06,13,5,6,2,Women's Bantamweight,"November 08, 2025"
851,Antonio Carvalho,1543.6,1597.0,143.5,0.06,4,2,2,0,Featherweight,"March 16, 2013"
852,Thomas Petersen,1543.4,1543.4,126.9,0.06,6,3,3,0,Heavyweight,"April 04, 2026"
853,Royston Wee,1542.8,1624.8,153.5,0.06,3,2,1,0,Bantamweight,"May 16, 2015"
854,Claudio Silva,1542.5,1758.6,129.5,0.06,8,5,3,0,Welterweight,"July 23, 2022"
855,Mike Pyle,1542.3,1708.1,94.4,0.06,19,10,9,0,Welterweight,"March 03, 2018"
856,Ramiz Brahimaj,1542.1,1576.1,114.1,0.06,9,5,4,0,Welterweight,"February 21, 2026"
857,Jordan Rinaldi,1541.9,1574.1,136.2,0.06,5,2,3,0,Featherweight,"March 16, 2019"
858,Mana Martinez,1541.6,1593.8,141.9,0.06,4,2,1,1,Bantamweight,"March 04, 2023"
859,Elves Brener,1541.4,1691.4,127.6,0.06,6,3,3,0,Lightweight,"August 02, 2025"
860,Gabe Green,1541.0,1577.7,139.0,0.06,6,3,3,0,Lightweight,"May 17, 2025"
861,Ian Freeman,1540.4,1641.7,134.9,0.06,6,3,2,1,Heavyweight,"June 06, 2003"
862,Kyung Ho Kang,1540.3,1642.7,109.2,0.06,14,8,5,1,Bantamweight,"June 22, 2024"
863,Henry Cejudo,1540.1,1878.5,109.9,0.06,16,10,6,0,Bantamweight,"December 06, 2025"
864,Ed Herman,1540.0,1657.6,96.3,0.06,26,13,12,1,Heavyweight,"April 15, 2023"
865,Mike Wilkinson,1540.0,1612.0,151.5,0.06,4,2,2,0,Featherweight,"February 27, 2016"
866,Bill Algeo,1540.0,1616.5,106.6,0.06,10,5,5,0,Featherweight,"July 20, 2024"
867,Luis Saldana,1539.7,1568.5,141.0,0.06,4,2,1,1,Featherweight,"August 20, 2022"
868,Paulo Thiago,1539.5,1780.1,103.4,0.06,13,5,6,2,Welterweight,"September 13, 2014"
869,Nora Cornolle,1539.4,1667.0,125.4,0.06,6,3,3,0,Women's Bantamweight,"February 21, 2026"
870,Sam Hughes,1538.8,1564.7,102.8,0.06,12,6,6,0,Women's Strawweight,"March 14, 2026"
871,Stefan Struve,1538.5,1749.9,83.9,0.06,24,13,11,0,Heavyweight,"October 24, 2020"
872,Dan Bobish,1538.2,1538.2,164.4,0.06,2,1,1,0,Heavyweight,"July 27, 1997"
873,Michael Trizano,1538.2,1629.6,125.4,0.06,7,4,3,0,Featherweight,"November 12, 2022"
874,Charlie Campbell,1538.2,1642.9,155.1,0.06,3,2,1,0,Lightweight,"September 27, 2025"
875,Guangyou Ning,1537.6,1674.5,144.0,0.06,4,2,2,0,Featherweight,"November 26, 2016"
876,Blagoy Ivanov,1537.5,1634.8,120.9,0.06,8,3,5,0,Heavyweight,"July 01, 2023"
877,Cole Miller,1537.4,1688.6,91.9,0.06,20,10,9,1,Featherweight,"December 17, 2016"
878,Mike Easton,1537.3,1718.9,123.6,0.06,7,3,3,1,Bantamweight,"June 14, 2014"
879,Patrick Cummins,1536.6,1667.3,97.6,0.06,13,6,6,1,Heavyweight,"May 18, 2019"
880,Dave Beneteau,1536.5,1602.4,136.4,0.06,6,3,3,0,Heavyweight,"October 17, 1997"
881,Kendall Grove,1536.4,1700.8,100.4,0.06,13,7,6,0,Middleweight,"May 28, 2011"
882,Paige VanZant,1536.4,1699.0,128.2,0.06,9,5,4,0,Women's Flyweight,"July 11, 2020"
883,Seth Baczynski,1536.2,1717.8,107.8,0.06,11,5,5,1,Welterweight,"April 11, 2015"
884,Cung Le,1535.8,1622.4,148.5,0.06,4,2,2,0,Middleweight,"August 23, 2014"
885,Liz Carmouche,1535.8,1553.4,116.6,0.06,10,5,5,0,Women's Flyweight,"August 10, 2019"
886,Ben Rothwell,1535.6,1738.5,97.8,0.06,17,9,8,0,Heavyweight,"November 13, 2021"
887,Ariane Carnelossi,1535.6,1569.9,140.4,0.06,6,3,2,1,Women's Strawweight,"November 01, 2025"
888,Chidi Njokuani,1535.5,1630.8,106.3,0.06,10,5,5,0,Welterweight,"February 21, 2026"
889,Jason High,1534.9,1575.8,139.7,0.06,5,2,3,0,Lightweight,"June 07, 2014"
890,Chris Camozzi,1534.4,1680.7,88.0,0.06,19,9,9,1,Middleweight,"May 28, 2017"
891,Ivan Menjivar,1534.2,1731.6,119.0,0.06,9,4,5,0,Featherweight,"March 01, 2014"
892,Dwayne Cason,1534.0,1602.4,164.4,0.06,2,1,1,0,Heavyweight,"October 17, 1997"
893,Trevin Giles,1534.0,1660.0,98.9,0.06,14,7,7,0,Welterweight,"November 02, 2024"
894,Ante Delija,1533.9,1641.7,149.9,0.06,3,1,2,0,Heavyweight,"February 21, 2026"
895,Scott Holtzman,1533.2,1653.9,107.0,0.06,13,7,6,0,Lightweight,"December 03, 2022"
896,Brianna Van Buren,1533.2,1609.3,162.0,0.06,2,1,1,0,Women's Strawweight,"June 20, 2020"
897,Antonio Rodrigo Nogueira,1532.9,1715.3,112.3,0.06,11,5,6,0,Heavyweight,"August 01, 2015"
898,Greg Hardy,1532.9,1640.1,107.1,0.06,10,4,5,1,Heavyweight,"March 05, 2022"
899,Julia Polastri,1532.9,1532.9,139.1,0.06,4,2,2,0,Women's Strawweight,"October 11, 2025"
900,Zach Reese,1532.8,1559.7,115.1,0.06,8,4,3,1,Middleweight,"February 21, 2026"
901,Keith Rockel,1532.4,1532.4,169.3,0.06,2,1,1,0,Middleweight,"November 21, 2003"
902,Daron Cruickshank,1532.3,1648.6,97.6,0.06,13,6,6,1,Lightweight,"January 17, 2016"
903,Albert Duraev,1532.0,1572.6,140.2,0.06,4,2,2,0,Middleweight,"July 15, 2023"
904,Buddy Roberts,1531.4,1578.8,165.7,0.06,2,1,1,0,Middleweight,"August 11, 2012"
905,Rongzhu,1531.3,1531.3,134.6,0.06,6,3,3,0,Lightweight,"August 23, 2025"
906,Ariane da Silva,1531.3,1629.8,110.8,0.06,9,4,5,0,Women's Flyweight,"June 07, 2025"
907,Louis Smolka,1531.2,1740.4,90.8,0.06,17,8,8,1,Bantamweight,"May 14, 2022"
908,Trey Ogden,1531.2,1564.8,120.3,0.06,7,3,3,1,Lightweight,"January 11, 2025"
909,Dustin Hazelett,1531.1,1671.9,111.4,0.06,10,5,5,0,Lightweight,"December 11, 2010"
910,Chris Cariaso,1530.6,1633.8,101.5,0.06,13,7,6,0,Flyweight,"October 03, 2015"
911,ChangHo Lee,1530.5,1622.1,155.6,0.06,3,2,1,0,Bantamweight,"November 01, 2025"
912,Matthew Semelsberger,1530.0,1664.6,104.5,0.06,11,5,6,0,Welterweight,"November 09, 2024"
913,Nick Maximov,1530.0,1655.5,141.3,0.06,4,2,2,0,Middleweight,"October 15, 2022"
914,Melissa Croden,1530.0,1587.7,161.6,0.06,2,1,1,0,Women's Bantamweight,"December 13, 2025"
915,Bea Malecki,1529.7,1640.7,159.3,0.06,3,2,1,0,Women's Bantamweight,"August 21, 2021"
916,Fabio Maldonado,1529.6,1589.7,104.2,0.06,11,5,6,0,Heavyweight,"November 07, 2015"
917,Joe Slick,1529.4,1604.2,165.5,0.06,2,1,1,0,Middleweight,"April 14, 2000"
918,Al Iaquinta,1528.9,1730.9,111.8,0.06,15,9,6,0,Lightweight,"November 06, 2021"
919,Erik Koch,1528.8,1666.1,123.7,0.06,10,5,5,0,Welterweight,"July 27, 2019"
920,Gleison Tibau,1528.7,1691.3,90.9,0.06,28,16,12,0,Lightweight,"June 01, 2018"
921,Alexis Davis,1528.7,1668.2,106.3,0.06,14,8,6,0,Women's Bantamweight,"February 05, 2022"
922,Nate Landwehr,1528.3,1598.3,108.4,0.06,10,5,5,0,Featherweight,"July 12, 2025"
923,Alexander Gustafsson,1528.2,1853.4,110.3,0.06,18,10,8,0,Heavyweight,"July 23, 2022"
924,Dan Severn,1528.1,1817.3,119.8,0.06,13,9,4,0,Heavyweight,"September 22, 2000"
925,Brad Kohler,1528.0,1528.0,170.7,0.06,2,1,1,0,Heavyweight,"September 24, 1999"
926,Chris Clements,1527.8,1572.4,138.4,0.06,5,2,2,1,Welterweight,"April 25, 2015"
927,Abdul-Kareem Al-Selwady,1527.7,1527.7,168.8,0.06,2,1,1,0,Lightweight,"March 21, 2026"
928,Akihiro Gono,1527.6,1627.2,157.3,0.06,3,1,2,0,Welterweight,"January 31, 2009"
929,Luigi Fioravanti,1527.5,1615.6,113.9,0.06,9,4,4,1,Welterweight,"February 07, 2009"
930,Hunter Azure,1527.4,1593.3,140.1,0.06,4,2,2,0,Bantamweight,"April 10, 2021"
931,Phil Hawes,1527.4,1700.9,118.9,0.06,8,4,4,0,Middleweight,"January 13, 2024"
932,Rei Tsuruya,1527.4,1585.0,161.0,0.06,2,1,1,0,Flyweight,"March 08, 2025"
933,Kaan Ofli,1527.0,1527.0,144.0,0.06,4,2,2,0,Featherweight,"January 31, 2026"
934,Zach Makovsky,1526.7,1653.5,120.3,0.06,7,3,4,0,Flyweight,"December 10, 2016"
935,Victor Hugo,1526.7,1578.8,164.4,0.06,2,1,1,0,Featherweight,"October 26, 2024"
936,Joe Proctor,1526.1,1639.8,124.8,0.06,8,4,3,1,Welterweight,"April 22, 2017"
937,HyunSung Park,1526.1,1638.6,136.8,0.06,5,3,2,0,Flyweight,"October 18, 2025"
938,Kevin Jousset,1526.1,1641.6,141.1,0.06,4,2,2,0,Welterweight,"February 08, 2025"
939,Zak Ottow,1525.8,1587.9,113.3,0.06,8,4,4,0,Welterweight,"March 09, 2019"
940,Melissa Mullins,1525.8,1600.7,142.9,0.06,4,2,2,0,Women's Bantamweight,"June 21, 2025"
941,Cristian Quinonez,1525.5,1569.3,146.5,0.06,4,2,2,0,Bantamweight,"February 28, 2026"
942,Danny Roberts,1525.2,1655.8,105.4,0.06,14,7,6,1,Welterweight,"July 22, 2023"
943,Edgar Chairez,1525.1,1525.1,126.5,0.06,6,3,2,1,Flyweight,"February 28, 2026"
944,Semmy Schilt,1524.6,1632.6,163.7,0.06,2,1,1,0,Heavyweight,"June 29, 2001"
945,Tim Credeur,1524.6,1744.1,140.3,0.06,5,3,2,0,Middleweight,"June 04, 2011"
946,Viviane Pereira,1524.6,1644.1,141.8,0.06,4,2,2,0,Women's Strawweight,"June 23, 2018"
947,Daniil Donchenko,1524.6,1524.6,163.0,0.06,2,0,0,2,Welterweight,"February 07, 2026"
948,Igor Araujo,1524.4,1663.5,144.0,0.06,4,2,2,0,Welterweight,"July 15, 2015"
949,Omar Morales,1524.4,1648.3,120.4,0.06,7,3,3,1,Lightweight,"March 18, 2023"
950,James Wilks,1524.3,1602.4,142.7,0.06,4,2,2,0,Welterweight,"October 16, 2010"
951,Andre Roberts,1524.0,1524.0,165.3,0.06,2,1,1,0,Heavyweight,"July 16, 1999"
952,Tony Kelley,1523.9,1554.1,145.9,0.06,4,2,2,0,Bantamweight,"June 18, 2022"
953,Ramsey Nijem,1523.8,1609.2,109.6,0.06,10,5,5,0,Lightweight,"July 25, 2015"
954,Yazmin Jauregui,1523.8,1612.0,136.0,0.06,5,3,2,0,Women's Strawweight,"September 14, 2024"
955,Vanessa Demopoulos,1523.7,1604.0,106.8,0.06,10,5,4,1,Women's Flyweight,"June 14, 2025"
956,Jimy Hettes,1523.6,1621.7,133.8,0.06,6,3,3,0,Featherweight,"April 18, 2015"
957,Miguel Torres,1523.4,1578.8,142.5,0.06,4,2,2,0,Bantamweight,"April 21, 2012"
958,Sam Alvey,1523.1,1714.5,81.4,0.06,24,10,13,1,Middleweight,"August 06, 2022"
959,Nikolas Motta,1523.1,1553.9,121.4,0.06,7,3,3,1,Lightweight,"June 21, 2025"
960,Clint Hester,1522.7,1731.2,123.8,0.06,7,4,3,0,Heavyweight,"April 23, 2016"
961,Fernando Padilla,1522.6,1597.9,140.3,0.06,4,2,2,0,Featherweight,"December 14, 2024"
962,Muin Gafurov,1522.4,1574.8,141.3,0.06,5,2,3,0,Bantamweight,"February 07, 2026"
963,Valerie Letourneau,1522.2,1672.9,128.9,0.06,6,3,3,0,Women's Strawweight,"December 10, 2016"
964,Daniel Roberts,1522.1,1640.0,120.7,0.06,7,3,4,0,Welterweight,"January 20, 2012"
965,Jose Torres,1522.1,1604.0,162.6,0.06,2,1,1,0,Flyweight,"August 04, 2018"
966,Jamie Mullarkey,1522.1,1589.4,108.1,0.06,13,6,7,0,Lightweight,"January 31, 2026"
967,Kevin Jackson,1521.6,1690.3,144.1,0.06,4,2,2,0,Middleweight,"March 13, 1998"
968,Mackens Semerzier,1521.5,1602.4,152.5,0.06,3,1,1,1,Featherweight,"March 02, 2012"
969,Carlos Vera,1521.5,1521.5,168.3,0.06,2,1,1,0,Bantamweight,"March 15, 2025"
970,Aspen Ladd,1521.2,1713.8,126.7,0.06,7,4,3,0,Women's Bantamweight,"April 09, 2022"
971,Shane Nelson,1521.1,1655.4,142.1,0.06,4,2,2,0,Lightweight,"December 12, 2009"
972,Melsik Baghdasaryan,1521.1,1632.9,143.6,0.06,5,3,2,0,Featherweight,"February 22, 2025"
973,Joe Moreira,1520.7,1520.7,167.1,0.06,2,1,1,0,Lightweight,"July 27, 1997"
974,Sumudaerji,1520.7,1520.7,127.4,0.06,6,3,3,0,Flyweight,"March 07, 2026"
975,Lauren Murphy,1520.5,1648.4,112.2,0.06,15,8,7,0,Women's Flyweight,"July 12, 2025"
976,Matthew Lopez,1520.3,1627.0,126.1,0.06,6,2,3,1,Bantamweight,"December 08, 2018"
977,Terry Etim,1520.2,1674.5,117.9,0.06,11,6,5,0,Lightweight,"February 16, 2013"
978,Jesus Aguilar,1519.9,1592.8,123.4,0.06,7,4,3,0,Flyweight,"March 07, 2026"
979,Rory Singer,1519.8,1640.0,143.9,0.06,4,2,2,0,Middleweight,"June 16, 2007"
980,Jason Brilz,1519.7,1650.0,120.0,0.06,7,3,4,0,Heavyweight,"November 19, 2011"
981,Claudio Puelles,1519.6,1699.5,126.0,0.06,9,5,4,0,Lightweight,"September 13, 2025"
982,Misha Cirkunov,1519.3,1787.1,103.5,0.06,13,6,7,0,Heavyweight,"October 15, 2022"
983,Ildemar Alcantara,1519.2,1651.2,124.9,0.06,7,4,3,0,Middleweight,"July 15, 2015"
984,Sijara Eubanks,1519.1,1630.2,107.2,0.06,10,5,5,0,Women's Flyweight,"December 18, 2021"
985,Mounir Lazzez,1518.8,1610.0,145.5,0.06,4,2,2,0,Welterweight,"January 21, 2023"
986,Roman Mitichyan,1518.0,1602.4,164.4,0.06,2,1,1,0,Welterweight,"April 02, 2008"
987,Nate Loughran,1518.0,1602.4,164.4,0.06,2,1,1,0,Middleweight,"December 10, 2008"
988,Carlos Newton,1517.7,1650.6,134.9,0.06,7,3,4,0,Welterweight,"January 31, 2004"
989,Tyson Pedro,1517.7,1701.6,115.6,0.06,11,6,4,1,Heavyweight,"March 02, 2024"
990,Luke Rockhold,1517.6,1929.7,129.7,0.06,11,6,5,0,Middleweight,"August 20, 2022"
991,Felipe Arantes,1517.4,1595.4,101.9,0.06,12,5,6,1,Bantamweight,"June 23, 2018"
992,Warlley Alves,1516.9,1810.4,104.0,0.06,16,8,8,0,Middleweight,"May 18, 2024"
993,Austin Bashi,1516.9,1516.9,164.4,0.06,2,1,1,0,Featherweight,"August 02, 2025"
994,Peter Sobotta,1516.6,1628.0,124.9,0.06,10,4,6,0,Welterweight,"July 25, 2020"
995,Andrei Semenov,1516.3,1612.6,164.9,0.06,2,1,1,0,Middleweight,"May 10, 2002"
996,Germaine de Randamie,1516.3,1727.8,129.9,0.06,10,7,3,0,Women's Bantamweight,"April 06, 2024"
997,Jonathan Meunier,1516.2,1516.2,163.1,0.06,2,1,1,0,Welterweight,"November 26, 2016"
998,Tony Gravely,1516.2,1582.8,117.0,0.06,8,4,4,0,Bantamweight,"March 11, 2023"
999,Trevor Smith,1515.8,1589.3,103.6,0.06,12,5,6,1,Middleweight,"December 07, 2019"
1000,Karolina Kowalkiewicz,1515.7,1704.1,90.0,0.06,19,9,10,0,Women's Strawweight,"October 11, 2025"
1001,Darren Stewart,1515.7,1578.5,96.4,0.06,14,5,6,3,Heavyweight,"August 28, 2021"
1002,Antoni Hardonk,1515.6,1613.1,117.0,0.06,8,4,4,0,Heavyweight,"October 24, 2009"
1003,Ketlen Souza,1515.6,1572.4,124.8,0.06,6,3,3,0,Women's Strawweight,"February 07, 2026"
1004,Patrick Walsh,1515.5,1578.8,164.4,0.06,2,1,1,0,Middleweight,"February 14, 2015"
1005,Ron Waterman,1515.4,1602.4,145.5,0.06,4,2,1,1,Heavyweight,"April 14, 2000"
1006,Evan Elder,1515.4,1515.4,134.9,0.06,5,3,2,0,Lightweight,"April 26, 2025"
1007,Ronaldo Rodriguez,1515.3,1609.9,154.5,0.06,3,2,1,0,Flyweight,"March 29, 2025"
1008,Darren Uyenoyama,1515.2,1635.0,142.9,0.06,4,2,2,0,Flyweight,"December 14, 2013"
1009,Jose Quinonez,1515.0,1658.1,116.6,0.06,9,5,4,0,Bantamweight,"December 05, 2020"
1010,Song Kenan,1515.0,1645.4,112.4,0.06,11,6,5,0,Welterweight,"November 23, 2024"
1011,Paul Jones,1514.7,1602.4,166.2,0.06,2,1,1,0,Middleweight,"September 24, 1999"
1012,Eliot Marshall,1514.4,1692.7,128.1,0.06,6,3,3,0,Heavyweight,"October 29, 2011"
1013,Jason Lambert,1514.3,1695.4,118.4,0.06,8,4,4,0,Middleweight,"September 06, 2008"
1014,Levan Makashvili,1514.1,1568.1,149.9,0.06,3,1,1,1,Featherweight,"January 30, 2016"
1015,Bojan Velickovic,1513.9,1593.3,126.9,0.06,6,2,3,1,Welterweight,"November 18, 2017"
1016,Jesus Pinedo,1513.9,1574.0,160.7,0.06,2,1,1,0,Lightweight,"March 23, 2019"
1017,Hacran Dias,1513.8,1631.3,122.7,0.06,8,3,5,0,Lightweight,"October 28, 2017"
1018,Nick Thompson,1513.5,1578.8,164.1,0.06,2,1,1,0,Welterweight,"April 15, 2006"
1019,Cameron Saaiman,1513.5,1687.9,133.8,0.06,6,3,3,0,Bantamweight,"April 26, 2025"
1020,Montse Rendon,1513.4,1591.8,147.4,0.06,4,2,2,0,Women's Bantamweight,"March 14, 2026"
1021,Benji Radach,1513.3,1553.3,153.3,0.06,3,1,1,1,Welterweight,"September 27, 2002"
1022,Chris Kelades,1513.0,1604.0,141.1,0.06,4,2,2,0,Flyweight,"April 23, 2016"
1023,Christos Giagos,1512.9,1593.2,102.4,0.06,14,6,8,0,Lightweight,"April 06, 2024"
1024,Dan Christison,1512.7,1577.3,162.2,0.06,2,1,1,0,Heavyweight,"July 08, 2006"
1025,Nick Catone,1512.7,1598.5,128.0,0.06,8,4,4,0,Middleweight,"February 01, 2014"
1026,Sirwan Kakai,1512.7,1555.4,165.2,0.06,2,1,1,0,Bantamweight,"August 08, 2015"
1027,Travis Fulton,1512.6,1512.6,166.4,0.06,2,1,1,0,Heavyweight,"July 16, 1999"
1028,Douglas Silva de Andrade,1512.6,1614.4,114.2,0.06,14,7,7,0,Featherweight,"February 28, 2026"
1029,Fredy Serrano,1512.4,1659.8,145.4,0.06,4,2,2,0,Flyweight,"December 17, 2016"
1030,Aoriqileng,1512.4,1512.4,117.4,0.06,9,4,4,1,Bantamweight,"October 18, 2025"
1031,Angela Hill,1512.3,1578.8,77.2,0.06,29,13,16,0,Women's Strawweight,"November 15, 2025"
1032,Manvel Gamburyan,1512.0,1567.5,99.6,0.06,15,6,8,1,Bantamweight,"November 19, 2016"
1033,Ricardo Ramos,1512.0,1701.0,99.4,0.06,15,8,7,0,Featherweight,"October 11, 2025"
1034,Dan Cramer,1511.9,1568.6,163.0,0.06,2,1,1,0,Welterweight,"August 08, 2009"
1035,Yuta Sasaki,1511.8,1624.7,111.3,0.06,9,4,5,0,Flyweight,"November 17, 2018"
1036,Ozzy Diaz,1511.7,1511.7,165.3,0.06,2,1,1,0,Middleweight,"March 08, 2025"
1037,John Howard,1511.4,1715.7,102.1,0.06,14,7,7,0,Welterweight,"December 10, 2015"
1038,Jai Herbert,1511.4,1543.6,116.0,0.06,9,3,4,2,Lightweight,"March 22, 2025"
1039,Denzel Freeman,1511.2,1578.8,164.4,0.06,2,1,1,0,Heavyweight,"January 24, 2026"
1040,Paul Varelans,1510.8,1581.8,119.9,0.06,8,4,4,0,Other,"December 07, 1996"
1041,Godofredo Pepey,1510.8,1567.8,109.4,0.06,11,5,6,0,Featherweight,"January 27, 2018"
1042,Alexander Munoz,1510.8,1510.8,157.9,0.06,3,1,2,0,Lightweight,"July 15, 2023"
1043,Brian Kelleher,1510.6,1689.0,100.6,0.06,17,8,9,0,Bantamweight,"July 20, 2024"
1044,Junie Browning,1510.4,1598.5,163.1,0.06,2,1,1,0,Lightweight,"April 01, 2009"
1045,Jon Tuck,1510.3,1577.7,116.9,0.06,9,4,5,0,Lightweight,"August 25, 2018"
1046,Pedro Nobre,1510.1,1510.1,178.1,0.06,1,0,0,1,Bantamweight,"January 19, 2013"
1047,Kalib Starnes,1509.7,1602.4,133.7,0.06,5,2,3,0,Middleweight,"April 19, 2008"
1048,David Dvorak,1509.5,1674.3,127.9,0.06,6,3,3,0,Flyweight,"June 10, 2023"
1049,Steven Asplund,1509.3,1562.7,163.2,0.06,2,1,1,0,Heavyweight,"March 14, 2026"
1050,Uran Satybaldiev,1509.1,1509.1,164.6,0.06,2,1,1,0,Heavyweight,"August 23, 2025"
1051,Anthony Torres,1508.5,1602.4,167.3,0.06,2,1,1,0,Welterweight,"September 08, 2007"
1052,Joanne Wood,1508.4,1508.4,135.6,0.06,5,2,3,0,Women's Flyweight,"March 09, 2024"
1053,Inoue Mizuki,1508.3,1574.8,163.0,0.06,2,1,1,0,Women's Strawweight,"August 22, 2020"
1054,Anthony Perosh,1508.1,1628.9,109.2,0.06,12,5,7,0,Heavyweight,"November 14, 2015"
1055,Troy Mandaloniz,1507.7,1602.4,167.4,0.06,2,1,1,0,Welterweight,"February 21, 2009"
1056,Kyle Noke,1507.6,1732.8,108.2,0.06,12,6,6,0,Welterweight,"November 26, 2016"
1057,Timmy Cuamba,1507.5,1507.5,144.0,0.06,4,2,2,0,Bantamweight,"November 01, 2025"
1058,Shinsho Anzai,1506.9,1567.8,149.3,0.06,4,2,2,0,Welterweight,"June 23, 2018"
1059,Scott Ferrozzo,1506.7,1571.9,147.5,0.06,4,2,2,0,Heavyweight,"February 07, 1997"
1060,Matt Schnell,1506.7,1630.0,98.5,0.06,16,7,8,1,Flyweight,"November 08, 2025"
1061,Luana Carolina,1506.7,1560.0,115.2,0.06,10,6,4,0,Women's Bantamweight,"September 27, 2025"
1062,Armen Petrosyan,1506.6,1621.6,122.1,0.06,7,3,4,0,Middleweight,"March 08, 2025"
1063,JeongYeong Lee,1506.2,1630.5,142.8,0.06,4,2,2,0,Featherweight,"May 10, 2025"
1064,Azamat Bekoev,1506.2,1656.8,143.3,0.06,4,2,2,0,Middleweight,"April 04, 2026"
1065,Loik Radzhabov,1506.1,1578.8,142.2,0.06,4,2,2,0,Lightweight,"July 20, 2024"
1066,Kiichi Kunimoto,1506.0,1686.4,141.7,0.06,5,3,2,0,Welterweight,"June 10, 2017"
1067,Jess Liaudin,1505.9,1689.2,134.6,0.06,5,2,3,0,Lightweight,"October 18, 2008"
1068,Maurice Greene,1505.9,1686.9,115.8,0.06,8,4,4,0,Heavyweight,"May 08, 2021"
1069,Todd Medina,1505.8,1505.8,166.0,0.06,2,1,1,0,Other,"April 07, 1995"
1070,Steven Graham,1505.8,1505.8,166.0,0.06,2,1,1,0,Heavyweight,"May 30, 1997"
1071,Katsuhisa Fujii,1505.7,1598.5,164.6,0.06,2,1,1,0,Heavyweight,"November 19, 1999"
1072,JooSang Yoo,1505.7,1567.0,162.2,0.06,2,1,1,0,Other,"October 04, 2025"
1073,Tanner Boser,1505.4,1624.9,110.3,0.06,10,5,5,0,Heavyweight,"August 05, 2023"
